15-09-2019 16:11	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:13	Alex	1+1	2.0
15-09-2019 16:13	Alex	1-5+2.5	-1.5
15-09-2019 16:13	Alex	1+2*5	11.0
15-09-2019 16:13	Alex	1-3-(5-10)	3.0
15-09-2019 16:13	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:14	Alex	1+1	2.0
15-09-2019 16:14	Alex	1-5+2.5	-1.5
15-09-2019 16:14	Alex	1+2*5	11.0
15-09-2019 16:14	Alex	1-3-(5-10)	3.0
15-09-2019 16:14	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:16	Alex	1+1	2.0
15-09-2019 16:16	Alex	1-5+2.5	-1.5
15-09-2019 16:16	Alex	1+2*5	11.0
15-09-2019 16:16	Alex	1-3-(5-10)	3.0
15-09-2019 16:16	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:21	Alex	1+1	2.0
15-09-2019 16:21	Alex	1-5+2.5	-1.5
15-09-2019 16:21	Alex	1+2*5	11.0
15-09-2019 16:21	Alex	1-3-(5-10)	3.0
15-09-2019 16:21	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:23	Alex	1+1	2.0
15-09-2019 16:23	Alex	1-5+2.5	-1.5
15-09-2019 16:23	Alex	1+2*5	11.0
15-09-2019 16:23	Alex	1-3-(5-10)	3.0
15-09-2019 16:23	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:25	Alex	1+1	2.0
15-09-2019 16:25	Alex	1-5+2.5	-1.5
15-09-2019 16:25	Alex	1+2*5	11.0
15-09-2019 16:25	Alex	1-3-(5-10)	3.0
15-09-2019 16:25	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:27	Alex	1+1	2.0
15-09-2019 16:27	Alex	1-5+2.5	-1.5
15-09-2019 16:27	Alex	1+2*5	11.0
15-09-2019 16:27	Alex	1-3-(5-10)	3.0
15-09-2019 16:27	Alex	2*(11-(5-3))/6	3.0
15-09-2019 16:44	Alex	1+1	2.0
15-09-2019 16:44	Alex	1-5+2.5	-1.5
15-09-2019 16:44	Alex	1+2*5	11.0
